SampleDate,N1,N2
13/01/2021,0.7535979525,0.6404877515
18/01/2021,0.7083374604,0.5478283214
20/01/2021,0.6647020994,0.5588504863
25/01/2021,0.6584336586,0.54065903
27/01/2021,0.6742548093,0.5102473496
03/02/2021,0.622372023,0.5247291587
08/02/2021,0.4991888026,0.5415261143
11/02/2021,0.4910725179,0.5481882322
15/02/2021,0.4849853044,0.5158942513
17/02/2021,0.4166712449,0.5289643349
22/02/2021,0.492932999,0.5652249777
24/02/2021,0.4863806653,0.5286718104
01/03/2021,0.4814664149,0.5012569349
03/03/2021,0.5042388072,0.5914249889
08/03/2021,0.4105888908,0.4640506882
10/03/2021,0.4246225841,0.4527910933
15/03/2021,0.4988965034,0.5080950465
17/03/2021,0.5173113735,0.512282442
22/03/2021,0.6321617448,0.6164622073
24/03/2021,0.654550874,0.5670997326
29/03/2021,0.6713427208,0.593826526
05/04/2021,0.710394686,0.640329701
07/04/2021,0.6927030986,0.628226521
12/04/2021,0.800996108,0.7876913972
14/04/2021,0.882215865,0.7592702744
21/04/2021,0.8685495441,0.7644125123
26/04/2021,0.7680930741,0.7418111107
28/04/2021,0.7564993709,0.6984019795
03/05/2021,0.7272816123,0.6453226499
05/05/2021,0.6248515558,0.5514544952
10/05/2021,0.6490682322,0.5820925979
12/05/2021,0.6672307395,0.6050711749
17/05/2021,0.68085262,0.6428275889
24/05/2021,0.627320381,0.5868737688
26/05/2021,0.6509198511,0.6086570531
31/05/2021,0.6048708043,0.5612458669
02/06/2021,0.5703340192,0.5256874773
07/06/2021,0.6081800797,0.6000579038
09/06/2021,0.5355254064,0.5175059357
14/06/2021,0.4545763214,0.4291338795
16/06/2021,0.3733420265,0.3423323562
21/06/2021,0.3966874358,0.3615023443
23/06/2021,0.3769059235,0.338589266
29/06/2021,0.3993603586,0.3586950266
01/07/2021,0.4162011849,0.3737743471
05/07/2021,0.3915412353,0.3477932681
07/07/2021,0.3465881931,0.3018493788
12/07/2021,0.4403707102,0.4213468406
14/07/2021,0.3832102993,0.4207632076
19/07/2021,0.4040886404,0.3565768335
13/05/2020,0.4667236639,0.8231691833
19/05/2020,0.483491752,0.7653561328
26/05/2020,0.4587772488,0.6955382648
02/06/2020,0.3970152032,0.6264067757
08/06/2020,0.4312104065,0.5540356777
23/06/2020,0.3763400715,0.5575704047
07/07/2020,0.4253940496,0.6131376101
21/07/2020,0.4994751025,0.7558522327
04/08/2020,0.5550358922,0.8196620316
18/08/2020,0.5594159152,0.8097063302
09/09/2020,0.5999915017,0.8395301235
15/09/2020,0.694171841,0.7981493191
16/09/2020,0.7010584461,0.7671137158
22/09/2020,0.6424747505,0.7438370134
23/09/2020,0.5985369789,0.6626308372
29/09/2020,0.6293322995,0.6654748544
30/09/2020,0.65242879,0.6676078673
06/10/2020,0.7070417272,0.7064981963
07/10/2020,0.7949819913,0.7621240231
13/10/2020,0.7766660588,0.7400947438
14/10/2020,0.6991804601,0.659824135
20/10/2020,0.7048149104,0.6369117477
21/10/2020,0.7090407481,0.6461855373
26/10/2020,0.6749195571,0.5521016607
27/10/2020,0.6866192332,0.582577972
28/10/2020,0.6953939902,0.6054352055
03/11/2020,0.701975058,0.6225781306
04/11/2020,0.7069108588,0.6354353245
09/11/2020,0.7479032788,0.6450782198
10/11/2020,0.7413570244,0.6523103914
